50	22481.1
100	22300
150	22039.2
200	21441.6
250	21334.7
300	20574.8
550	19760.5
600	19366.9
1000	19257
1100	19016.7
2950	18536.4
4150	17856.5
4300	17626.2
7750	17462
7900	17416.5
8100	17325.9
8250	17075.7
10550	17071.7
10600	16907.2
21800	16757.4
