45
11
4
5
15
41
13
14
34
19
9
16
12
43
26
33
8
32
21
35
0
48
10
42
37
44
1
3
25
40
20
23
6
22
39
28
7
36
31
24
18
27
46
2
38
47
29
30
49
17
