50      22292.1
100     20924.8
150     20885.1
200     19843.7
600     18950.2
700     18620.3
800     18089.4
850     18024.6
1400    17869.8
1450    17289.5
1650    16866.3
1700    16730.5
1750    16301.2
1850    16279.3
1900    16182.2
2050    16093.4
2250    15769.2
2400    15592.3
2450    14618.1
2550    14340.6
2650    13925.7
2700    13812.8
2750    13612.6
2800    13598.7
2950    13305.3
3000    13131.5
3050    13103.4
3100    13057.5
3300    12946.8
3450    12779.4
3600    12706.4
